2014-04-10 20:39:02.4405 3948 MES.Runtime 1  MES Runtime Starting
2014-04-10 20:40:38.4500 3948 MES.Runtime 12  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetPMAddress] Arguments: , , drrule
2014-04-10 20:40:38.7510 3948 MES.Runtime 12  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetDBAddress] Arguments: , , drrule
2014-04-10 20:40:38.8490 3948 MES.Runtime 11  GetServiceProxy: created channel at the following addreass: http://app-srv:19772/MesLicServer/
2014-04-10 20:40:41.7952 3948 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetPanacimServerType] Arguments: , 0
2014-04-10 20:40:42.2502 3948 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetLicenseData] Arguments: , 0
2014-04-10 20:40:42.9713 3948 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetUsedLicensesCount] Arguments: , 0
2014-04-10 20:42:22.3120 3948 MES.Runtime 11  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: SetLicense] Arguments: , 4336WYNABCC5D59C2KNWFNFBGK70GS1H002XRSB0GYT
2014-04-10 20:42:25.8672 3948 MES.Runtime 11  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetUsedLicensesCount] Arguments: , 0
2014-04-11 09:26:52.5082 2060 MES.Runtime 1  MES Runtime Starting
2014-04-11 09:26:52.8052 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\GeneralSettings.Plugin.Library.dll'
2014-04-11 09:26:52.8052 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\GeneralSettings.Plugin.Library.dll' with label General Settings
2014-04-11 09:26:52.8582 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\SysConfig\Sys.Config.Plugin.dll'
2014-04-11 09:26:52.8582 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\SysConfig\Sys.Config.Plugin.dll' with label System Configuration
2014-04-11 09:26:52.8732 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\Product.Setup.Plugin.dll'
2014-04-11 09:26:52.8732 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\Product.Setup.Plugin.dll' with label Product Setup
2014-04-11 09:26:52.8732 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\ModuleConfig\Elink.Configuration.Plugin.dll'
2014-04-11 09:26:52.8732 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\ModuleConfig\Elink.Configuration.Plugin.dll' with label Module Configuration
2014-04-11 09:26:52.8732 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\DBUtilityManager.Plugin.Library.dll'
2014-04-11 09:26:52.8732 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\DBUtilityManager.Plugin.Library.dll' with label Database Utilities
2014-04-11 09:26:52.8732 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\UnifiedLogging.Plugin.Library.dll'
2014-04-11 09:26:52.8732 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\UnifiedLogging.Plugin.Library.dll' with label System Monitoring
2014-04-11 09:26:52.8732 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\MES.Console.AppStatusPlugin.dll'
2014-04-11 09:26:52.8732 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\MES.Console.AppStatusPlugin.dll' with label Application Status
2014-04-11 09:26:52.9002 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\NotificationsManager.Plugin.dll'
2014-04-11 09:26:52.9002 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\NotificationsManager.Plugin.dll' with label Email Settings
2014-04-11 09:26:52.9002 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\ProductImport.Plugin.dll'
2014-04-11 09:26:52.9002 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\ProductImport.Plugin.dll' with label Product Import
2014-04-11 09:26:52.9002 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\SecurityManager.Plugin.Library.dll'
2014-04-11 09:26:52.9002 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\SecurityManager.Plugin.Library.dll' with label Security Manager
2014-04-11 09:26:52.9172 2060 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\PublishManager\PublishManager.Plugin.dll'
2014-04-11 09:26:52.9172 2060 MES.Runtime 1  Found Runtime plugin at 'Plugins\PublishManager\PublishManager.Plugin.dll' with label Publish Manager
2014-04-11 09:27:00.9036 2060 MES.Runtime 1  Looking for default service channel...Failure
2014-04-11 09:27:00.9766 2060 MES.Runtime 1  Looking for PostMaster service channel...Success
2014-04-11 09:27:00.9766 2060 MES.Runtime 1  Looking for PostMasterEx service channel...Success
2014-04-11 09:27:00.9886 2060 MES.Runtime 1  Looking for UnifiedLogging service channel...Success
2014-04-11 09:27:01.3677 2060 MES.Runtime 1  Looking for LicServer service channel...Success
2014-04-11 09:27:01.4267 2060 MES.Runtime 1  Looking for EmailNotifications service channel...Failure
2014-04-11 09:27:01.5677 2060 MES.Runtime 1  Looking for DGSImport service channel...Success
2014-04-11 09:27:01.5677 2060 MES.Runtime 4  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetPMAddress] Arguments: , , drrule
2014-04-11 09:27:01.6107 2060 MES.Runtime 4  GetServiceProxy: created channel at the following addreass: http://app-srv:19884/MESService/PanaCIM/CommonService/
2014-04-11 09:27:01.8007 2060 MES.Runtime 4  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetDBAddress] Arguments: , , drrule
2014-04-11 09:27:07.1800 2060 MES.Runtime 10  MES.Runtime: Sending BRE Request [Adapter: SecurityManager.DR.Library, Rule: LoginUser] Arguments: , <User User_Name="admin" Password="B5D87FF88801049AF6BF28E91A9D6378E75FF545" />, drrule
2014-04-11 09:27:12.9073 2060 MES.Runtime 11  MES.Runtime: Sending BRE Request [Adapter: SecurityManager.DR.Library, Rule: LoginUser] Arguments: , <User User_Name="admin" Password="9D4E1E23BD5B727046A9E3B4B7DB57BD8D6EE684" />, drrule
2014-04-11 09:27:13.6664 2060 MES.Runtime 1  Successfully instantiated Runtime plugin at 'Plugins\GeneralSettings.Plugin.Library.dll' with label General Settings
2014-04-11 09:27:14.0734 2060 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: SecurityManager.DR.Library, Rule: GetUserRoles] Arguments: , <User User_Name="admin" />, drrule
2014-04-11 09:27:14.1334 2060 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: SecurityManager.DR.Library, Rule: GetRoleActivities] Arguments: , <Role Role_Name="superadmin" />, drrule
2014-04-11 09:27:14.4424 2060 MES.Runtime 1  Successfully instantiated Runtime plugin at 'Plugins\ModuleConfig\Elink.Configuration.Plugin.dll' with label Module Configuration
2014-04-11 09:27:14.8724 2060 MES.Runtime 1  Successfully instantiated Runtime plugin at 'Plugins\ProductImport.Plugin.dll' with label Product Import
2014-04-11 09:27:15.0164 2060 MES.Runtime 1  Successfully instantiated Runtime plugin at 'Plugins\SecurityManager.Plugin.Library.dll' with label Security Manager
2014-04-11 09:27:15.3675 2060 MES.Runtime 10  GetServiceProxy: created channel at the following addreass: http://app-srv:19884/MESService/PanaCIM/CommonService/
2014-04-11 09:27:15.3725 2060 MES.Runtime 4  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetPMAddress] Arguments: , , drrule
2014-04-11 09:27:15.6145 2060 MES.Runtime 4  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetDBAddress] Arguments: , , drrule
2014-04-11 09:27:15.6775 2060 MES.Runtime 10  GetServiceProxy: created channel at the following addreass: http://app-srv:19772/MesLicServer/
2014-04-11 09:27:22.8399 2060 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetPanacimServerType] Arguments: , 0
2014-04-11 09:27:22.9469 2060 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetLicenseData] Arguments: , 0
2014-04-11 09:27:23.5549 2060 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetUsedLicensesCount] Arguments: , 0
2014-04-11 09:27:46.8593 2060 MES.Runtime 4  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: SetLicense] Arguments: , 4336WYNABCC5D59C2KNWFNFBGK70GS1H002XRSB0GYT
2014-04-11 09:27:49.0594 2060 MES.Runtime 4  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetUsedLicensesCount] Arguments: , 0
2014-04-11 16:17:16.2966 3948 MES.Runtime 1  Service Closed: type MES.Server.Common.Service.Contracts.IMESCommonServiceContract!
2014-04-11 16:17:16.3086 3948 MES.Runtime 1  Service Closed: type MES.Server.Common.Service.Contracts.IMESCommonServiceContract!
2014-04-11 16:17:16.3086 3948 MES.Runtime 1  Service Closed: type Panasonic.MES.LicServer.Contracts.IMesLicServer!
2014-04-12 12:53:36.9970 2060 MES.Runtime 8  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetPMAddress] Arguments: , , drrule
2014-04-12 12:53:42.0363 2060 MES.Runtime 8  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetDBAddress] Arguments: , , drrule
2014-04-12 12:53:44.1794 3040 MES.Runtime 1  MES Runtime Starting
2014-04-12 12:53:47.4756 2060 MES.Runtime 1  Service Closed: type Panasonic.MES.LicServer.Contracts.IMesLicServer!
2014-04-12 12:53:47.9677 2060 MES.Runtime 1  GetServiceProxy: created channel at the following addreass: http://app-srv:19772/MesLicServer/
2014-04-12 12:53:49.2947 2060 MES.Runtime 1  License Server Connection lost!
2014-04-12 12:53:49.3907 2060 MES.Runtime 10  Service Closed: type Panasonic.MES.LicServer.Contracts.IMesLicServer!
2014-04-12 12:53:49.3907 2060 MES.Runtime 10  GetServiceProxy: created channel at the following addreass: http://app-srv:19772/MesLicServer/
2014-04-12 12:53:49.4077 2060 MES.Runtime 1  License Server Connection lost!
2014-04-12 12:53:53.9040 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\GeneralSettings.Plugin.Library.dll'
2014-04-12 12:53:53.9070 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\GeneralSettings.Plugin.Library.dll' with label General Settings
2014-04-12 12:53:53.9580 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\SysConfig\Sys.Config.Plugin.dll'
2014-04-12 12:53:53.9580 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\SysConfig\Sys.Config.Plugin.dll' with label System Configuration
2014-04-12 12:53:53.9580 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\Product.Setup.Plugin.dll'
2014-04-12 12:53:53.9580 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\Product.Setup.Plugin.dll' with label Product Setup
2014-04-12 12:53:53.9580 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\ModuleConfig\Elink.Configuration.Plugin.dll'
2014-04-12 12:53:53.9580 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\ModuleConfig\Elink.Configuration.Plugin.dll' with label Module Configuration
2014-04-12 12:53:54.0080 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\DBUtilityManager.Plugin.Library.dll'
2014-04-12 12:53:54.0080 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\DBUtilityManager.Plugin.Library.dll' with label Database Utilities
2014-04-12 12:53:54.0080 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\UnifiedLogging.Plugin.Library.dll'
2014-04-12 12:53:54.0080 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\UnifiedLogging.Plugin.Library.dll' with label System Monitoring
2014-04-12 12:53:54.0080 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\MES.Console.AppStatusPlugin.dll'
2014-04-12 12:53:54.0080 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\MES.Console.AppStatusPlugin.dll' with label Application Status
2014-04-12 12:53:54.0080 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\NotificationsManager.Plugin.dll'
2014-04-12 12:53:54.0080 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\NotificationsManager.Plugin.dll' with label Email Settings
2014-04-12 12:53:54.0080 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\ProductImport.Plugin.dll'
2014-04-12 12:53:54.0160 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\ProductImport.Plugin.dll' with label Product Import
2014-04-12 12:53:54.0160 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\SecurityManager.Plugin.Library.dll'
2014-04-12 12:53:54.0160 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\SecurityManager.Plugin.Library.dll' with label Security Manager
2014-04-12 12:53:54.0380 3040 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\PublishManager\PublishManager.Plugin.dll'
2014-04-12 12:53:54.0380 3040 MES.Runtime 1  Found Runtime plugin at 'Plugins\PublishManager\PublishManager.Plugin.dll' with label Publish Manager
2014-04-12 12:54:10.3809 2060 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetPanacimServerType] Arguments: , 0
2014-04-12 12:54:10.5319 2060 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetLicenseData] Arguments: , 0
2014-04-12 12:54:10.8930 2060 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetUsedLicensesCount] Arguments: , 0
2014-04-12 12:54:13.7481 2060 MES.Runtime 8  Service Closed: type Panasonic.MES.LicServer.Contracts.IMesLicServer!
2014-04-12 12:54:13.7481 2060 MES.Runtime 8  GetServiceProxy: created channel at the following addreass: http://app-srv:19772/MesLicServer/
2014-04-12 12:54:13.7521 2060 MES.Runtime 1  License Server Connection lost!
2014-04-12 12:54:25.6428 2060 MES.Runtime 1  Service Closed: type MES.Server.Common.Service.Contracts.IMESCommonServiceContract!
2014-04-12 12:54:25.6428 2060 MES.Runtime 1  Service Closed: type MES.Server.Common.Service.Contracts.IMESCommonServiceContract!
2014-04-12 12:54:25.6428 2060 MES.Runtime 1  Service Closed: type Panasonic.MES.LicServer.Contracts.IMesLicServer!
2014-04-12 12:55:17.5128 4108 MES.Runtime 1  MES Runtime Starting
2014-04-12 12:55:18.0358 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\GeneralSettings.Plugin.Library.dll'
2014-04-12 12:55:18.0398 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\GeneralSettings.Plugin.Library.dll' with label General Settings
2014-04-12 12:55:18.0398 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\SysConfig\Sys.Config.Plugin.dll'
2014-04-12 12:55:18.0398 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\SysConfig\Sys.Config.Plugin.dll' with label System Configuration
2014-04-12 12:55:18.0398 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\Product.Setup.Plugin.dll'
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\Product.Setup.Plugin.dll' with label Product Setup
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\ModuleConfig\Elink.Configuration.Plugin.dll'
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\ModuleConfig\Elink.Configuration.Plugin.dll' with label Module Configuration
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\DBUtilityManager.Plugin.Library.dll'
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\DBUtilityManager.Plugin.Library.dll' with label Database Utilities
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\UnifiedLogging.Plugin.Library.dll'
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\UnifiedLogging.Plugin.Library.dll' with label System Monitoring
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\MES.Console.AppStatusPlugin.dll'
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\MES.Console.AppStatusPlugin.dll' with label Application Status
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\NotificationsManager.Plugin.dll'
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\NotificationsManager.Plugin.dll' with label Email Settings
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\ProductImport.Plugin.dll'
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\ProductImport.Plugin.dll' with label Product Import
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\SecurityManager.Plugin.Library.dll'
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\SecurityManager.Plugin.Library.dll' with label Security Manager
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Attempting to load Runtime plugin at 'Plugins\PublishManager\PublishManager.Plugin.dll'
2014-04-12 12:55:18.0538 4108 MES.Runtime 1  Found Runtime plugin at 'Plugins\PublishManager\PublishManager.Plugin.dll' with label Publish Manager
2014-04-12 12:55:26.5583 4108 MES.Runtime 1  Looking for default service channel...Failure
2014-04-12 12:55:26.8853 4108 MES.Runtime 1  Looking for PostMaster service channel...Success
2014-04-12 12:55:27.0933 4108 MES.Runtime 1  Looking for PostMasterEx service channel...Success
2014-04-12 12:55:27.0933 4108 MES.Runtime 1  Looking for UnifiedLogging service channel...Success
2014-04-12 12:55:28.2864 4108 MES.Runtime 1  Looking for LicServer service channel...Failure
2014-04-12 12:55:28.6454 4108 MES.Runtime 1  Looking for EmailNotifications service channel...Failure
2014-04-12 12:55:29.1834 4108 MES.Runtime 1  Looking for DGSImport service channel...Success
2014-04-12 12:55:29.1834 4108 MES.Runtime 4  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetPMAddress] Arguments: , , drrule
2014-04-12 12:55:29.3585 4108 MES.Runtime 4  GetServiceProxy: created channel at the following addreass: http://app-srv:19884/MESService/PanaCIM/CommonService/
2014-04-12 12:55:29.6325 4108 MES.Runtime 4  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetDBAddress] Arguments: , , drrule
2014-04-12 12:55:46.4174 4108 MES.Runtime 10  MES.Runtime: Sending BRE Request [Adapter: SecurityManager.DR.Library, Rule: LoginUser] Arguments: , <User User_Name="admin" Password="9D4E1E23BD5B727046A9E3B4B7DB57BD8D6EE684" />, drrule
2014-04-12 12:55:50.1176 4108 MES.Runtime 1  Successfully instantiated Runtime plugin at 'Plugins\GeneralSettings.Plugin.Library.dll' with label General Settings
2014-04-12 12:55:51.8717 4108 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: SecurityManager.DR.Library, Rule: GetUserRoles] Arguments: , <User User_Name="admin" />, drrule
2014-04-12 12:55:51.9317 4108 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: SecurityManager.DR.Library, Rule: GetRoleActivities] Arguments: , <Role Role_Name="superadmin" />, drrule
2014-04-12 12:55:52.5078 4108 MES.Runtime 1  Successfully instantiated Runtime plugin at 'Plugins\ModuleConfig\Elink.Configuration.Plugin.dll' with label Module Configuration
2014-04-12 12:55:53.9289 4108 MES.Runtime 1  Successfully instantiated Runtime plugin at 'Plugins\ProductImport.Plugin.dll' with label Product Import
2014-04-12 12:55:54.1199 4108 MES.Runtime 1  Successfully instantiated Runtime plugin at 'Plugins\SecurityManager.Plugin.Library.dll' with label Security Manager
2014-04-12 12:55:54.6119 4108 MES.Runtime 4  GetServiceProxy: created channel at the following addreass: http://app-srv:19884/MESService/PanaCIM/CommonService/
2014-04-12 12:55:54.6119 4108 MES.Runtime 11  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetPMAddress] Arguments: , , drrule
2014-04-12 12:55:55.3059 4108 MES.Runtime 4  GetServiceProxy: created channel at the following addreass: http://app-srv:19772/MesLicServer/
2014-04-12 12:55:55.3069 4108 MES.Runtime 11  MES.Runtime: Sending BRE Request [Adapter: PanaCIMConfig.DR.Library, Rule: GetDBAddress] Arguments: , , drrule
2014-04-12 12:55:57.6201 4108 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetPanacimServerType] Arguments: , 0
2014-04-12 12:55:57.6951 4108 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetLicenseData] Arguments: , 0
2014-04-12 12:55:57.7091 4108 MES.Runtime 1  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: GetUsedLicensesCount] Arguments: , 0
2014-04-12 12:56:00.6162 4108 MES.Runtime 4  MES.Runtime: Sending BRE Request [Adapter: GeneralSettings.BRE.Library, Rule: SetLicense] Arguments: , 4336WYNABCC5D59C2KNWFNFBGK70GS1H002XRSB0GYT
